timestamp,container_id,commodity_type,temperature_c,humidity_pct,gps_lat,gps_lon,reading_id,anomaly
2026-07-22T04:29:52+00:00,ZEYU9937871,Dairy,1.34,77.41,31.738475,63.681867,39d90158-7277-4ec2-91a9-238e4ca6ec8f,FALSE
2026-07-22T04:29:52+00:00,SQCX5141286,Flowers,2.28,91.35,42.175316,28.183946,20697136-acee-409f-a68b-4cdb7c7d297c,FALSE
2026-07-22T04:29:52+00:00,NGWZ2541230,Dairy,2.45,78.58,29.792659,-94.143778,264f70d7-ab08-4db1-a00c-7c8e762d833e,FALSE
2026-07-22T04:29:52+00:00,SQCX5141286,Flowers,2.51,86.38,42.178199,28.191094,13739f18-e4c6-4b78-811b-b4576fe4a896,FALSE
2026-07-22T04:29:52+00:00,OWWG0559245,Flowers,4.23,87.4,-20.077554,-67.254507,3da6b079-0a57-428b-afaa-1f994fb726c9,FALSE
2026-07-22T04:29:52+00:00,MZEZ5671438,Fresh Produce,5.97,92.39,27.212724,75.281707,3898d512-50ac-4c6c-8688-3826894b1d0c,FALSE
2026-07-22T04:29:52+00:00,OWWG0559245,Flowers,1.03,91.34,-20.078701,-67.25737,c125ab2f-af40-4785-9ffe-c2e6828b4b1d,FALSE
2026-07-22T04:29:52+00:00,MZEZ5671438,Fresh Produce,5.37,91.08,27.211179,75.284529,2e0482e4-78e8-4126-b078-6fc18882d9f4,FALSE
2026-07-22T04:29:52+00:00,OWWG0559245,Flowers,6.71,94.19,-20.077271,-67.258961,d9ef115c-6c08-4193-a464-5a8a3f8fa0c5,TRUE
2026-07-22T04:29:52+00:00,OWWG0559245,Flowers,8.45,85.03,-20.076035,-67.260821,94c8293e-a0c1-47cf-8ba1-0aadbc034fef,TRUE
2026-07-22T04:29:52+00:00,OWWG0559245,Flowers,2.38,94.64,-20.073897,-67.264748,340437b3-347b-4860-a782-8c594359f9b2,FALSE
2026-07-22T04:29:52+00:00,ZEYU9937871,Dairy,3,75.62,31.74007,63.690459,1d264f4a-97d4-4fe0-8480-c026161b9add,FALSE
2026-07-22T04:29:52+00:00,ZEYU9937871,Dairy,3.61,83.67,31.740162,63.699194,92e1ac17-e255-4dae-b03f-4db38a8c9181,FALSE
2026-07-22T04:29:52+00:00,SQCX5141286,Flowers,3.83,93.94,42.17974,28.198636,c58f6bf9-639b-43e6-84d7-61dfde972c40,FALSE
2026-07-22T04:29:52+00:00,ZEYU9937871,Dairy,2.83,78.95,31.740211,63.707245,d185bee8-9a62-42b8-a5f0-7c55ac6a28f2,FALSE
2026-07-22T04:29:52+00:00,NGWZ2541230,Dairy,1.64,82.3,29.792471,-94.147967,f553afbd-bec9-4510-993d-b3e6268486fc,FALSE
2026-07-22T04:29:52+00:00,OWWG0559245,Flowers,2.21,91.36,-20.072876,-67.267633,c0f4a7b0-b4a7-48d3-b6d2-f6eca843adec,FALSE
2026-07-22T04:29:52+00:00,SQCX5141286,Flowers,2.65,85.93,42.180026,28.206739,620739b4-f7ab-4d25-9192-69f00b422448,FALSE
2026-07-22T04:29:52+00:00,ZEYU9937871,Dairy,1.87,78.02,31.741422,63.713543,456ff75e-3461-4538-8a83-80106d94a4dd,FALSE
2026-07-22T04:29:52+00:00,OWWG0559245,Flowers,3.74,87.22,-20.072933,-67.270843,90f0476e-5d3e-42be-885f-08c6065fedad,FALSE
2026-07-22T04:29:52+00:00,SQCX5141286,Flowers,2.97,90.49,42.181964,28.216899,7eb4f21a-2d39-47d6-ac09-418f7a92dc92,FALSE
2026-07-22T04:29:52+00:00,ZEYU9937871,Dairy,3.81,83.42,31.741781,63.719517,3fd7f5a6-0f55-49ac-ab91-d5fa382ec0c5,FALSE
2026-07-22T04:29:52+00:00,ZEYU9937871,Dairy,1.67,79.46,31.741579,63.725711,5c193ee9-f241-438e-834e-53acac12233e,FALSE
2026-07-22T04:29:52+00:00,SQCX5141286,Flowers,2.8,91.22,42.184555,28.227083,be2070dc-5b90-4aa9-9f5b-c6e390b7d742,FALSE
2026-07-22T04:29:52+00:00,NGWZ2541230,Dairy,1.48,77.85,29.789853,-94.151602,da230a88-7cb5-49b6-be35-438638179fa9,FALSE
2026-07-22T04:29:52+00:00,OWWG0559245,Flowers,3.23,93.73,-20.073763,-67.274833,77536893-b9fc-4cc9-a546-44def403820d,FALSE
2026-07-22T04:29:52+00:00,MZEZ5671438,Fresh Produce,5.62,91.82,27.20953,75.285994,4ca72a41-1e7a-43f6-87bb-e3832b6a08a9,FALSE
2026-07-22T04:29:52+00:00,ZEYU9937871,Dairy,2.16,81.59,31.741743,63.734717,91e3e4b0-ae76-4a78-8123-524d9e270203,FALSE
2026-07-22T04:29:52+00:00,OWWG0559245,Flowers,1.82,86.3,-20.073459,-67.276924,867b67da-8817-4868-8d1d-da09a95e8886,FALSE
2026-07-22T04:29:52+00:00,SQCX5141286,Flowers,1.73,91.69,42.184547,28.234116,850fae88-f2e4-46db-8135-baadb361797a,FALSE
2026-07-22T04:29:52+00:00,SQCX5141286,Flowers,3.4,85.28,42.184998,28.242737,adadfe0e-7e16-4aa2-b7ba-0fbed30b060f,FALSE
2026-07-22T04:29:52+00:00,MZEZ5671438,Fresh Produce,7.69,86.95,27.20479,75.287596,25685a20-afe0-4719-afad-0a040cd13963,FALSE
2026-07-22T04:29:52+00:00,MZEZ5671438,Fresh Produce,6.29,86.02,27.202176,75.290469,a4c3cc68-5396-4578-ae27-1a0b52ad5e32,FALSE
2026-07-22T04:29:52+00:00,NGWZ2541230,Dairy,3.78,80.67,29.786243,-94.155333,f740d9ca-7a1d-4b8c-ba49-ac1492724cde,FALSE
