timestamp,container_id,commodity_type,temperature_c,humidity_pct,gps_lat,gps_lon,reading_id,anomaly
2026-07-22T10:46:18+00:00,XHEC3637493,Electronics,33.43,31.34,51.294584,2.271629,227db56f-844d-4f20-8c81-ce7319e20f95,False
2026-07-22T10:46:18+00:00,QZYF4671489,Electronics,33.61,19.51,17.88531,87.903261,32c3989e-009b-42e3-a073-9967cdf0c5ae,False
2026-07-22T10:46:18+00:00,XHEC3637493,Electronics,16.1,34.65,51.305548,2.273113,5bcbcb6d-6d96-4f45-be3b-1b7665f9441d,False
2026-07-22T10:46:18+00:00,WKSI1218123,Dairy,3.51,72.13,-22.712426,-35.381823,f63285e2-4f13-423f-b569-2ecf0149bcbf,False
2026-07-22T10:46:18+00:00,LZCA7974823,Fresh Produce,6.57,93.47,-5.716146,-68.56391,b6688421-b6fe-4851-b002-d9e87b2e393e,False
2026-07-22T10:46:18+00:00,QZYF4671489,Electronics,19.38,34.7,17.89272,87.909574,006b0e13-d4af-401f-af7c-55ca67759817,False
2026-07-22T10:46:18+00:00,XHEC3637493,Electronics,32.69,35.21,51.314404,2.272946,dca44623-eaf0-4cdd-b3d1-3b438ba83539,False
2026-07-22T10:46:18+00:00,LBYH1323445,Frozen Seafood,-18.96,87.47,7.561028,52.045302,1b331eac-845b-4718-8f44-90b519b304f6,False
2026-07-22T10:46:18+00:00,WKSI1218123,Dairy,3.35,73.24,-22.721748,-35.37758,bc9330a4-a624-4320-890f-f1bd1adcdcdc,False
2026-07-22T10:46:18+00:00,LBYH1323445,Frozen Seafood,-20.09,86.64,7.56486,52.040163,2e7c4bb2-db8f-44ce-b6b6-3549a266dec2,False
2026-07-22T10:46:18+00:00,XHEC3637493,Electronics,11.06,32.94,51.32291,2.27207,b756eee8-96e7-4ab9-9975-d3ee7642827b,False
2026-07-22T10:46:18+00:00,XHEC3637493,Electronics,20.38,16.24,51.333698,2.274427,446b2d7e-1114-4e12-bf2b-8a24820908aa,False
2026-07-22T10:46:18+00:00,QZYF4671489,Electronics,33.04,16.28,17.898795,87.91615,70be4fdc-e04f-4384-9e70-8f3260803073,False
2026-07-22T10:46:18+00:00,LZCA7974823,Fresh Produce,3.81,88.24,-5.719606,-68.564887,3a9f9c79-9c19-4fa0-8664-c67ecd7ec3a4,False
2026-07-22T10:46:18+00:00,QZYF4671489,Electronics,24.28,24.94,17.906396,87.92031,12af021a-ca28-4583-bc09-e912b9a7b133,False
2026-07-22T10:46:18+00:00,XHEC3637493,Electronics,32.45,26.83,51.343795,2.275322,cc25a33d-cf1d-4fc9-8f39-176b0e21ab02,True
2026-07-22T10:46:18+00:00,LZCA7974823,Fresh Produce,5.2,94.78,-5.721451,-68.563868,1d166aca-9e15-49b7-8f0d-b63752eb120e,False
2026-07-22T10:46:18+00:00,WKSI1218123,Dairy,2.32,72.21,-22.730128,-35.374106,088bc414-834d-48c2-9627-d1b342920a37,False
2026-07-22T10:46:18+00:00,WKSI1218123,Dairy,8.8,74.4,-22.738416,-35.372402,864a244d-2d9f-40da-988e-b396396a0ba3,True
2026-07-22T10:46:18+00:00,XHEC3637493,Electronics,24.04,25.18,51.354772,2.276029,b12ec466-568e-4eb2-8c06-6c18c015829d,True
2026-07-22T10:46:18+00:00,LBYH1323445,Frozen Seafood,-14.28,87.04,7.569232,52.036935,f5140bf4-76d1-4894-9839-4a79854fee36,True
2026-07-22T10:46:18+00:00,LBYH1323445,Frozen Seafood,-19.51,88.58,7.576332,52.034861,6ffcd204-9901-4a5c-b651-3c1d77fc6090,False
2026-07-22T10:46:18+00:00,LBYH1323445,Frozen Seafood,-18.67,91.55,7.583795,52.031284,93ccde71-1992-4fdb-9b67-79e3bab2c9ef,False
2026-07-22T10:46:18+00:00,LZCA7974823,Fresh Produce,2.66,86.85,-5.723468,-68.563361,4b768287-7e2c-41e5-b9f5-f8eb40d97fd3,False
2026-07-22T10:46:18+00:00,WKSI1218123,Dairy,2.44,72.52,-22.747455,-35.369199,f216db37-e12c-47e9-85b7-8814b7ba03cb,False
2026-07-22T10:46:18+00:00,WKSI1218123,Dairy,2.94,70.09,-22.757277,-35.367255,db02a4b4-5e3a-490c-9ee2-e11b8604422b,False
2026-07-22T10:46:18+00:00,XHEC3637493,Electronics,32.26,33.69,51.363554,2.276304,22a9d53b-397f-4d5b-b702-e4ba60805096,False
2026-07-22T10:46:18+00:00,LZCA7974823,Fresh Produce,4.82,88.79,-5.728286,-68.561804,f4300ea9-b851-430f-bdba-370188693af7,False
2026-07-22T10:46:18+00:00,QZYF4671489,Electronics,31.42,28.53,17.911838,87.926349,20bcc863-e518-4a8e-b299-799655b756a4,False
2026-07-22T10:46:18+00:00,XHEC3637493,Electronics,28.82,14.88,51.37452,2.275372,8d51b212-9bf2-43a1-af4e-394a26ecf3f1,False
2026-07-22T10:46:18+00:00,LZCA7974823,Fresh Produce,6.52,91.37,-5.730473,-68.560699,89a382d4-3c17-462a-97b7-fe3c842c68f5,False
2026-07-22T10:46:18+00:00,LZCA7974823,Fresh Produce,7.58,91.43,-5.7352,-68.562228,3d2b8053-3ab4-4452-8a5a-e092a78b8fae,False
2026-07-22T10:46:18+00:00,QZYF4671489,Electronics,20.86,11.26,17.9195,87.933088,465e630a-c448-4df9-8af6-a0f06a9c191c,False
2026-07-22T10:46:18+00:00,WKSI1218123,Dairy,2.85,77.96,-22.765638,-35.363641,76e679de-cad7-466d-bac8-a30f4ab3f1f4,False
2026-07-22T10:46:18+00:00,QZYF4671489,Electronics,31.61,19.36,17.924323,87.941142,9bcf2542-4730-4961-b646-8a8365e38522,False
2026-07-22T10:46:18+00:00,XHEC3637493,Electronics,15.23,18.43,51.385047,2.277931,69f2acf9-f19e-495e-9201-4990f9b75c34,False
2026-07-22T10:46:18+00:00,LBYH1323445,Frozen Seafood,-18.16,87.65,7.590589,52.025801,40c3b41c-6411-4ff9-baa6-4bc488d7eeec,False
2026-07-22T10:46:18+00:00,WKSI1218123,Dairy,1.98,77.4,-22.77334,-35.361083,c0a2b9e3-3dc1-4439-9b16-810fc98b1d42,False
2026-07-22T10:46:18+00:00,LBYH1323445,Frozen Seafood,-21.89,91.76,7.594622,52.020862,b2e69728-3c63-45a1-a612-b092855d03eb,False
2026-07-22T10:46:18+00:00,LBYH1323445,Frozen Seafood,-20.93,91.47,7.600343,52.017433,f97a8d00-8bc3-4ff6-b7e4-71d408b1d518,False
2026-07-22T10:46:18+00:00,LBYH1323445,Frozen Seafood,-21.55,94.69,7.607456,52.014712,41ee590a-b392-4c5c-b876-77009c7102a3,False
2026-07-22T10:46:18+00:00,WKSI1218123,Dairy,1.77,83.3,-22.78094,-35.357777,a3a6ae13-7cfc-44ff-9acd-cfb308b17760,False
2026-07-22T10:46:18+00:00,WKSI1218123,Dairy,3.06,77.37,-22.790629,-35.353722,59858251-2409-4e69-bc41-713124d13362,False
2026-07-22T10:46:18+00:00,LBYH1323445,Frozen Seafood,-19.68,89.11,7.612689,52.009531,fc01bfee-2564-46b8-876d-747452f66245,False
2026-07-22T10:46:18+00:00,WKSI1218123,Dairy,2.17,84.27,-22.799026,-35.349067,e7c7427d-7728-48ac-b29e-cb77dc530db3,False
2026-07-22T10:46:18+00:00,WKSI1218123,Dairy,1.33,83.75,-22.809436,-35.343763,201675ca-f19f-47db-8e31-8a358de19004,False
